sentiment,review
1,Ram management is best
0,Worst experience with this phone.heating is very much and in this phone i didn't see the gallery . Don't go for it waste of money.
1,"Battery drainage, camera quality low"
0,Wastage of money
0,"Lots of network issues, couldn't even connect to normal network forget about Jio"
0,Product was cracked
1,It's nice
0,Good product
0,Very bad lenovo k8 note
0,Battery not even lasting for 10hrs
0,Battery heating..
1,A Fantastic Phone By Lenovo.It Doesn't Get Heated In New System Update..It Is Jhakass.I Also Upgraded My Nougat 7.1.1 To Latest....Smooth Surfing..Best Phone In 12000.Thanks Amaxon
1,Best mobile...with best features...👌👍
0,Headphones sound is to week..battery draining fast..pls suggested me suitable earphone for this device...
1,Love you Lenovo. Very Happy with my decision to buy this phone.
0,After a month use mobile battery starts discharging or overheating.. Highly not recommended to buy..
0,Mobil hitting problem or camera doesn't work properly
0,Charing is very slowVery disappointment
1,super
0,Useless product It get too much heated even during charging but I don’t know but my mobile can blast any time due to extensive heat
0,It doesn't support volte
1,Good Phone with good features but built is average and old processor.
0,Pic clarity is missing selfies are not at all good disappointed.
0,Not that much good as expected. Plz don't believe in reviews. Discuss with trusted earlier users before buying any product.
1,One hell of a device it is....best mid-range smartphone it is... definitely recommended
1,"Amazing product.camera- fantastic both front & rear.connectivity-super, look- very good. Heating problem- no issue as compared to its previous versions."
0,Second peas
0,Your product was faulty and i asked for replace u r just engaging me in rubish things... ... . Do this then do that... ... . At last nothing happened
1,"Good phone in all respects , but slightly sluggish camera autofocus ."
1,"Really Good phone, other than the dual camera software..."
0,I am using this for quite some time now so thought of reviewing it.Everything is as per specifications given ...so I am not wasting ur time writing all those again lets gets straight to the pros and consAdv1) processor works fast so there is less chance of the pg one to get hanged2) battery backup is quite large as it has 4000mah battery3) front cam is ok4)charging is super fast I must say......but with time after a few years this speed will gradually decrease thats the problem with lenovo phones5) overall its okDisadvantages1) the back camera quality is not as it has been advertised....I would say it gives clear images ofcourse but it takes a long time to focus and adjust....I mean pretty long time to get ur perfect image which u desire2) even though it has a 4000 mah battery still I dont find any difference with the 3000/3500 mah batterys....the discharge is sameI think by now u hv got the idea that its a ok type phone not great......I am also using lenovo vibe k5 note for a year now......all the configerations r same just the battery is a 3500mah one and it has a single back camera thats it.........so I would say lenovo vibe k5 note is far better than this......atleast I felt it in these couple of months.......u can give it a try after all u always hv the option of returning on amazon.....so all the bestIf u found my review helpful dont forget to give a like ......thankssss and happy shopping
0,Is bad product net using time very high heating.
1,Excellent
1,its balanced phn in all features.the main thing is the helio x23 processor is too better than snapdragon 625 and also battery efficient.camera is giving best results. its the best choice.
0,Nice mobile bay mobile
0,"Worst experience ever with amazon bcoz of lenovo who degrade amazon valuation, gives me defective peice"
1,Good phone at the price it's being offered. Not a great camera and display but has a good ram and storage. Dedicated sd card slot is a big plus. Not many phones offer this now. Camera image quality is below average but good at this price point.Real value for money.
0,Battery performance is poor. After using 10 day it has changing problem .Takes 5 to 6 hours to full charge .
0,Very bad in catching signal...Always says out of range
0,feature is good but only one speaker worksno gallery in the phone
0,This phone worked well in India but did not work in US. ATT and Tmobile frequencies do not match. ATT is did not work at all. With Tmobile only voice works. Should not have bought this phone.
0,It's a good phone but there are some issues with the camera the camera cannot adjust the exposer so the image are more whitish and not real I hope this will be fixed via a system update but if want a perfect mobile with everything balance and your budget is 15k then u can take MI A1SUBSCRIBE MY YOUTUBE CHANNEL NAMED ASDC Technical
0,It's was great your product but now I'm to able to contact with u for my Complian GST detail update on my invoice copyI had two times contact coustermer care no one person can give positive feedback about.
0,"The mobile has some good features. But charging is very slow. (Nearly 4 hours) Initially there were problems with VOLTE (JIO) connectivity. Jio was good for internet, but calls and messaging did not work on this handset. The same jio sim worked well in another 4G handset. With software update, this issue The camera doesn't start sometimes and I had to restart the mobile. Restarting this mobile also takes a long time compared to other mobiles. Lenovo has to seriously fix these issues."
0,"My experience with this phone has been mixed. The good thing about the phone is the 1080p resolution. The videos look crisp, so you can watch youtube , netflix , prime and enjoy the visuals.The sound is not loud enough, even adding a headphone does not help much, unless it has an amplifier. You will have problems while receiving calls because the incoming volume is low. I called up the customer case and they asked me to do a factory reset. Did not help.The touch screen gets laggy after some time.I have enough spare storage and even when no apps are running, I can feel the lag. Another irritation is while holding the phone the touchscreen gets touched and results in unintentional clicks."
0,"I have purchased lennovo k8 but the mobile not switched on but heat.there is no response our complaint,custmore care is not responding.feed back immediately??????????."
1,Very good Product
1,Really happy with this productCan any guide to cast screen
1,"very good phone ,having very good camera , battery back up is good , and no heating issues"
0,Not Worth for Buying. Lack many Key features which was their in K5 or 6 note. Also Mobile heats like an Oven even If used for 1 hour and Battery backup is pathetic.
0,Very bad phone from Lenovo battery draining fastly and mobile heat up even of 5 min normal gaming. network never shows full and shows no signal after some time.camera deapth mode is not so good as mentioned by the lenovo.complete wastage of money
0,Worst camera quality for both front & back.
0,Not satisfied with the product. Fast charging in just 90 minutes only.
0,"Do not buy this product.In just 6 months I had to pay Rs. 2000 for servicing.Battery drains faster than it gets charged.Does not even provide adequate standby time, 20 - 25 % battery gets drained overnight and the phone just gets switched off even when no background application is running and the network is off. No auto-brightness option. 55 - 60% RAM is always occupied no matter whatever I do to clear it and the phone lags even in simple games like Subway Surfers.With all the features advertised and at this price range, it is frustrating."
1,Worth it. Aug 2017- best config on this date for this price
0,The battery Performance of the mobile is like 2500mah capacity.. screen on time is just average (4hrs)... rear camera is good and selfie camera tooo good... performance is excellent.. dolby atmos is average.
1,Nothing in particular
0,"such a waste of money....don't buy this handset, i'm trying to return this...."
0,Worst mobile. I suggest pls go for other mobiles.Two major issue 1) Heats up and 2) Battery drain fast.
0,"Getting very heat, battery getting very weak within 10 hours with out using data connet"
0,"Good camera, decent battery life, Selfie camera great, Biggest problem is sms send failure, You can't recognize u'r device, so online banking impossible, Already inform lenovo. Let's hope it will be solved asap."
1,Cash back not credited for this purchase yet. Product is good.
1,In this mobile the gorilla Glass is duplicate after some time use purchase date 24/01/2018 glass is broken on corner side
1,"Liked the product. Amazing features, seamless performance, Good build quality and most important reasonably priced."
1,Best phone I have ever had
0,lenovo k8 having turbo chargingBut it works automatically sometime it’s charge in 1.25 hrs and sometime it take more than 2 hrs..Heavy weight of 180 grmPerformance of rear camera is not too much good in low light conditions and Rear Camera performance also one problem sometime you will see blurred images no subject is in focus.and one main disadvateage is battery is draining fast cannot use one day full .. Bettery choise is any other phone very bad
0,Not upto the mark
0,Not satisfied with it's performance.Hanging is the Big Disadvantage of this phone...
0,phone is very good but data cable is very bad quality
0,"Network not good, sim is not working properly.Mobile have no eye protection.Without eye protection screen light is bad for eye"
1,Super nice
1,NYC phone
1,"Great experience with this amazing product from Lenovo.it is equipped with almost every features that a smartphone would require.decacore processor,long lasting battery and 64 kB internal memory with 4gb ram is just awesome.i would certainly recommend this phone for users having heving usage and game lovers."
1,Osm mobile...
0,4*deducted due tovvery poor battery performance... drains in 2.5hrs... Only...
0,"Got the device yesterday.From first charge itself the charger makes loud hissing noise continuously during charging this device, but no noise while charging other devices. Similarly no noise comes when charged this device using another charger. Now I'm using the old lenovo charger instead of the new one.#2 Many software issues :Dolby atmos is not working.Clock is not getting updated while on call.Sometimes native app itself opens twice."
1,Camera result is not more expected that I thought..
0,Lenovo k8 note does not seem to support screen cast. You can cast you tube videos but you can't cast Amazon prime videos. The device or the OS seems to have a bug and does not recognize my smart TV when I try to cast. I checked online for solutions and Lenovo says to use Chromecast thus asking us to buy that indirectly. Don't buy this phone. Also it is not taking screenshot even though I tried the steps they have written. Also it doesn't recognize my ear phones which works perfectly with other Lenovo phones. Faulty device. Don't buy.
1,This product is good for use and features are satisfing according to price
1,Overall good phone
1,Early warm up and slow down.
1,Phone is very nice but packing is very third class when i open tha box my phone and back cover have some scratches feeling bad for it
1,"Best value for money, lovely design, and form factor with good configuration. Bought it for my father in law, he is very much satisfied. Go ahead and buy it."
0,"worst phone, i changed it with mi a1.bad camerabad youtubebad gpu ( i thought it would be good but nope)"
0,Very poor battery back up......Just rubbish
1,If you are thinking or considering this phone. I simply say BUY IT.! best for the prize. U hardly find and difference between this and moto g5splus. Yes very Minor issues. But literally you hardly notice them or use them. BUY IT TO Save money. Using this from three months. Im halpy with it.
0,This product has battery problem..it is draining too much battery in few minutes
0,Battery is draining very poor. After 30% battery mobile will switch off immediately.
0,its battery life is very poor and jio network also not come properly
0,It is not possible to put both the 4G sim cards at a time
1,Everything is great in this phone but problem in doing casting as it does not support screen mirroring but for casting you need a same WiFi network which is connected to your phone and with your smart led tv
1,Battery performance is not up to the mark.
1,weight toda Jada phone ka
1,Very very good phone.no heating issue. Long lasting battery.gaming is as smooth as butter.no lag.sound quality is aswome...screen quality is really good.call quality is also good.AMAZON IS THE BEST.
1,As I'm a business man this mobile is very useful because it's battery charge lasts for longer hours.
1,Nice phone
0,Is product me to cash back Milne Wala Tha wo kaise milega
0,I am using last 15 days... But not good for mobile.. low memory space.... I am not using more apps but low space the memory... Internet on lightly hang the mobile..... So not good for memory space more app installed. And hang to on internet... How to problem solved...
0,Heated up so much that my glass get cracked
1,Gr8 future with great price.
0,"Product is not good as per the aspection. At this cost lots of mobile available with a very good quality.1. Heavy in wait.2. Second back care is useless , only use for depth mode.3. Cast screen mirroring not available . Lots of other problems on the phone .Major problems I faced in there is no shaprate gallery available . All photos and vedio saved in google Photos .Totally wastage of money this phone ."
1,Living up to my expectations
0,"Device remains hot, even when kept in the pocket it keeps heating up. BIG BATTERY ISSUE, as bettery last long for 15 hours max without any heavy usage. NO TURBO CHARGING as mentioined in thw ad. It take around 4 HOURS for full charge. Be careful...."
0,The device was poor quality product by Lenovo...
0,This phone is good but sometimes when I open gallery the screen of my phone is suddenly turn into white blank screen and there is only one way to get out of this situationIs to press your power button (turn of your screen) then start your phone again.The camera of this phone is averageOtherwise battery was awesome.....
0,Very good
0,"Horrible experience, had to return on the same day, very bad phone, promised technician vist never came. Keep away from this phone. It does not have emi dedicated VOLTE BUILT IN currently gold standard for any phone these days."
1,price and handset absulately ok
1,ek dum jabrdast hai ! lenovo ke jaisa konsa bi nai hai phone........
1,Superb
0,Lenovo company buhat kurab hai mc BC sab ha sal kabi maat lena
1,"Goods, great camera clrearity however few features to be implemented I.e. cropping the pics."
0,Bahut bekar hai
0,Everything is awesome.camera is killer.but I got cheated by Amazon in battery quality.its batry not luks like 4000mah.its draining like 1500 or 2000 mAh fone.otherwise everything is good.
1,excellent phone
1,Our mobile is mistec
0,phone gets too much heat (even if you do not use internet or play videos)even u can't hold it in your hands as the device gets too warm and now I should go to Lenovo service center as the phone is taking 5 hrs to fully charge and no battery backup worst phone. My hands are becoming so warm by holding this stupid phone. Guys please don't buy this phone don't encourage Lenovo and Amazon shame on u for selling this fraudulent phones
0,"this phone is very bad , not sport well jio network and not work fast charging and very hitting problem. not buy this phone."
1,The perfect phone..everthing in the phone is totally fine and awesome only the problem is battety backup while you are not using your phone ......this review ia after using the phone for 2 months.
1,I got Good product in good condition .
1,Best budget phone. Good camera. Good features. Loved it
1,Good
1,It's superb
0,can't set preferred Ring tones from SD card or others. only a few in-built ring tones can be used.
0,Mobile is ok but service by Amazon team very poor so I plan close my Amazon account and going for some other e-commerce site
0,do not buy it its charger will start creating problem very soon and phone too have not good battery back up as mentioned. It's voice starting to get low within two months of use. Worst of sprnding such amount.
1,"My opinion after using phone .. pros:- turbo feature, 4000 mah battry, 13 mp camera , dual camera setup, fingerprint is too fast , processor is very very fast........... cons:- battry backup is bad , rear camera is too bad and weight is too heavy ...... In 64 gb storage u will get only 50gb which is so bad ....."
0,Speaker is useless .
0,Actually I love LenoVo...I have used K5note and impressed. But ki note is not up to the mark.
1,"Excellent phone, all premium features at an affordable price. I got it in just over 9k in Amazon sale 😎"
0,"Nice phone, but redme note 4 (my old phone) seems more user friendly as it has inbuilt dual app feature, battery % and data speed display and more handy..."
1,Good product xcellent value for money
0,Headphones missing in box... still confused related mobile..
1,Amazing phone. Performance good
1,Gehdjdid
0,The phone working is fine.. Only turbo charging questionable coz it still takes 2hrs to full charge the phone.. Otherwise 4.5 stars..
1,"Nice mobile with great performance, awesome battery backup and dash charging. The camera quality is also great only want portrait mode as it has dual camera also."
0,"5* for cameras, the cameras are really good the pictures are clear and perfect. Front camera with flash is really a good thing. The depth mode wasn't working perfectly, but after few updates it was rectified.1* for its turbo charging, it takes 2.5 hrs to charge it's battety from 30-100.1* for its volte, does not support jio voice calls. After 2 calls volte wont work.5* for its dolby, it has a very good quality of sound but volume can be improved.4* for its fully metallic body, its quite heavy but good slim attractive look3* for its battery, because for this smartphone 4000mAh is not sufficient.5* for its fingerprint sensor, it is quick in recognising the finger imprints.3* for its processors, processors are good but it takes a little bit of time to load some applications.The main thing which really disappointed me was-does not support Volte(it's 4g volte isn't permanent it's switches on and off whenever the phone wishes. If volte goes off you should restart your phone, again after placing two calls you must again restart to continue voice calls through Volte that is through jio Sim.)-turbocharging does not work, it takes more time to charge.(if you plug in your phone at 30%, to reach 100% it takes at least two hours.)"
1,Nice
1,Absolutely amazing performance.. best phone so far by lenovo
0,Bad mobail full chaina met
0,please don't buy this phone on 16th day of purchase phone stopped working spoke to Amazon they refused to help went to service center they said mother board is faulty & needs replacement which takes 25days so please avoid .
0,Charging problem
0,Full heating
0,its heating like anything and having battery issue and battery backup is also not good.
0,Very very bad mobile i m very upset with this i found many problems for this mobile 1.bluetooth not attach properly 2.hotspot not working to desktop computer. 3.only sim one 4 g network sim 2 is only 2/3 g. 4.camra back second not working properly..
0,Good but not best
0,"Very bad smart phone because of network connectivity is very very slow, no volty support. poor performance but camera is average. I am not happy. Please don't buy this phone."
1,Good
0,This phone have to much heating problems. This phone produce too much heat. And phone temperaturegoes to 44-45°c.i want to replace this phone
1,Cool gadgetBut gets hot while charging...Cool features.....👌👌👌👌
0,Call volume not working heating problem waste of money
1,Wonderful mobile set. Very cute & slim. Paisa vasul.
0,"I have an issue with the battery, phone getting overheat during calls & while charge. later all display cracked."
0,"Poor Signal Strength, Battery Heat-( I have checked by Amazon Technician) Back Key Option is not working Properly, Even i tried to return to Amazon. But Amazon is not allowing Return option. Very bad Experience this time from Amazon. Really Bad. Don't buy This series of Lenovo."
1,"Good battery life, tall and broad, quick!! no latency while toggling between applications."
0,Very poor mobile
1,GOOD works
0,It overheats
0,Hang hoto
0,Wasted my 14k for this mobile... Not even 1year passed this phone suck up.... Speaker problem... Phone hanging... Battery drain... Doesn't have a one good quality to buy this phone.. Please don't recommend this to any one...
0,Battery problem
1,Very good. No comments.
0,"Its the most useless phone of the century, neither the keypad nor the charger works perfectly. Phone hangs up frequently even it has 4gb RAM. The turbo charging mode takes longer time than normal. Don't understand why lenovo made such a stupid device. A6000 series was far better than this"
0,Quality no professional
1,Good
1,Good phone
0,i bought Lenovo k8 note.company show/told you can payment form SBI debit card then you have to 10 % cash back of skinny
0,Good
0,I want change settings how settings will change
1,Excellent product with excellent service.
1,Amazing
0,"I brought this phone for Dolby Atmos feature but I am not satisfied, less volume in head phones and only one speaker work...Heating issue....it heats a lot ...charging takes a lot of time and battery drains fast..its not 4000mah it's 2000 mah....camera at this price range is waste....not worthy.....pls don't buy ..."
1,"Amazing product for its price, a must buy suggestion to others."
0,"Worst experience. Never expected this from lenovo. Received defective product. Notification light blinks only for text messages. Jio sim issues are there. After turning off screen, call does not connect. Keyboard stops working."
1,"Superb phone. Great phone,super fast,great camera,great sound quality,64 gb is sufficient space"
1,Good product
0,I did mistake to buy this product.Really bad and not to suggest to bought anyone.Hanging problem and two times visit to service center in last 3-4 months.I will rate -5 *
1,Worth its price
1,Really I liked it so much.
0,Very bad mobile.battary discharging very fast.
0,I order this phoneBut not good battery backupSingle Spicer on this phoneSecond Spicer and second rear camera only sow not warking
1,Good Mobile With in Budget Decent Camera and Battery life
1,Phone is very good .bokeh effect needs to be improve.good battery performance. Picture quality is very good. Charging time around 2 hr. It is a balanced phone .
0,Battery back up is very very poor
0,I bought this product on October 2017now in may 2018 its stopped charging the battery even though i am using the same charger provided with this phone by company... don't go with it
0,actually i purchased this product for camera only. but photograph taken by this phone either in day light or low light condition are extremely bad. Whoever purchasing this for camera i will say my experience is not good with this model. Other features are good.
0,Very Unhappy with the phone.Lenovo claims it to have Gorilla glass but its not true. Glass quality is worst than the normal LCD display of a 5000rs range phone. Its 1 month since i bought the phone and the screen cracked when the phone fell from just the dining table.Not happy with the phone.Fake Gorilla Glass. Highly recommended to NOT BUY the phone....
1,Best phone in sub 15 k category
1,Good product.everything is perfect in this phone when compared with its price.
0,"It,s nice one.but software futures need to add more options."
0,Have been using K4 Note for over an year & half. Very satisfied with that. K8 with Nougat OS is marginally better on overall performance but seriously low on user customization. Audio level of speaker and Headphone a big letdown.
1,Awesome
0,"Stay away from this phone, signal quality is not just bad - it is a fail; k-series finally has brought in the disease that finished Motorola; k8 Note says on the back that it is made by Moto Mobility. I have had 3 k3 notes, 2 k4 notes & 1 k5 note; all good phones; k4 note is an excellent phone. this k8 note is crap; i will have to throw it away. It is completely unpredictable with signal reception; strong 3g signal with no data; strong 4g signal and then another minute zero signal; strong signal but bad call quality; i can go on & on; it is a very inconvenient user experience. So k-series legacy has been done with Motorola's legacy of oblivion."
1,A good device in this budget with these specifications
0,can look for other options in this price range
1,Lenovo k8 note Good phone
1,ITS GOOD PHONE IN THIS PRICE RANGE .
1,Good product
1,Great Paisa wasool
0,Sound audio is goodCamera quality is very poorDisplay screen not so good
1,Super
0,Not stable phone... Often misbehave while in calling mode... Further battery drain toooo fast... Thus sold my mobile in half price after using for a month...
1,nice one
0,the design is bad and its too heavy and camera performance is too dull. the fingerprint sensor works well. battery drainage problem is there. it needs a lot of improvement. worst phone ever
0,Jio 4G VoLTE not working . Fingerprint is limited to unlock only.Battery is OKSpeed is OKNot worthy for Rs.14000.
1,its outstanding in the price range.Awesome.
0,"Everything is best, if you ignore the battery. Seriously, the battery acts like 3000mah.!"
1,good
1,Fine
1,Nice phone
1,A good budget smartphone. Functions well though i face Bluetooth connectivity problem. However overall it's worth its price. Happy with it.
1,product is good
1,Up to the mark very good not outstanding
1,Good one
1,Amazing phone.better than redmi note 4 and Moto g5s plus any day
0,Worst product...
1,"It's a amazing phone with good performance nice look and great value of money , just need a support from amazon to help me for pic replacement as this device takes lot time of charging and drain so fast , I know it's some fault with mine device or else phone is awsome"
0,"After 7 months of purchase, I updated the software which was recommended by Lenovo. The moment after updating the next version of software, the battery life came to 4 hrs. Also mobile is getting very hot. I am completely disappointed."
0,4G connectivity not working network is up down not connect properly call drop nd disconnect internet plz refund my money
0,Automatic call recordings not coming in this mobile.
0,"Lenovo k8 note is a worst mobile with low sound and camera quality..... dont buy ,these Amazon peoples will not support for return.simply they used to mention it can be returned within 10 days but no meaning in that....."
1,Great device loved it.....
0,I was purchaes a mobile on amazon.com and choose the EMI option but they r not convert my amount In EMI.so plz don't purchaes any product on EMI..
1,Outstanding. Great battery. Excellent camera. Awesome performance
0,"I will never recommend to purchase to Lenovo mobile. I am very flustered about Lenovo product and services. Because I purchased four device of Lenovo k8 Note and all are failed during one month. One goes battery failed, second phone’s Speaker failed, third phone sensor stopped to work, and forth one mic problem. This is first time When I took decision to go out from Apple Samsung and HTC but now seems It was very bad idea to choose other from them. Lenovo failing to provide good device as well service too. They don’t keep any hardware device in advance. They always order new for new complain and give time line upto 3 days but they won’t give you in three days. It will take almost one and half week to resolve issue. They don’t have good product and good service."
0,Not for Music Lovers
1,Product is good
0,Doubtful with original product as on invoice it’s not updated with IMEI Number
1,It's nice but received a faulty piece.
0,Front camera waste display good sound very bad
0,battery problum
1,Excellentbattery back up amazing camera
0,Network problem
1,Awesome
1,Nice phone and I am really happy. Super cool features.
0,Turbo charger not working properly how to sattings changes????
1,Bs think he....camera not good as expected...
1,Nice one
1,Product as described.
0,Battery drains fast....after 15 min use mobile wormly heatup...and then battery drain fast....wrost experience with lenovo K8…and I try to return product...but Amazon customer care not respond me
1,Good phone performance of the phone is absolutely good. When it comes to battery backup with heavy usage you will get only half a day of battery backup.
1,Everything is good in this phone except heating problem
0,Head phone was not in the packet.
0,"The phone is good but secondary camera is not as I expected , results of rest things is good"
0,Ok
1,Awesome
1,Better than expected
1,Sir phone charger problem AA rahi hai Kya karain
0,Bad phone
0,Battery life is very poor quality and camera clarity is very good
1,Awesome phone thanks
0,"Pathetic battery, bad camera, problem in bluetooth, heating issue.Very poor product..."
0,"The charging is not fast and has a lot of heating problem. The new product will work good for few days, but after rough usage it takes 4-5 hrs for full charging."
0,"Everything in this particular android is working great, I am using it from last 4-5 months, The only issue that i am having is with the so called scratch resistant or you can say scratch proof gorilla glass. It's getting scratches even when put in the pocket of a loose formal trousers as well. I must say there is 0 rating for the Lenovo K8 Note's Screen."
0,Never ever buy a lenovo phone in your life... These phones are good just for few months.. After that they start showing their true colors... Games lag a lot(even games like subway surfer) please go for a redmi if are looking for a phone to play games (meditek sucks)
1,Thank you for this amazing phone functions is very good best phone ever
0,FaltuHeating problemCamera not good
0,Screen is very curved from the sides so tempered is not fitted on the screen
1,Good product
1,Best
0,Hangs up everytime
1,Very very execellent product from lenovo. And very good service by amazon.
0,Very very very poor battery life. Even battery charger stops working within 4 months
1,Worth buying
0,Glass is not good. So many scraches with in a week.. I did not like it. xiaomi is better in glass quality.
0,Average phone
1,I love it
1,Good product..
1,Very good phone. Atmos is wonderful
0,Battery draining very fast within one day
0,"The product is good and works fine. The Dual camera is not good , but you can take good pictures with normal mode.Finger print sensor is fast,the sound is very loud and clear,screen clarity is not very good.Sometimes there are problems connecting to mobile networks."
1,Very good
1,Good goood
0,taking atleast 6 hours to charge
1,Camera quality taggicharu
1,Nice to use light weight very fast working camera is good anyone want to buy it means buy it very nice product
1,Very good
1,Excellent features for the rate of mobile. I enjoy it
1,In this price range its really killer but some things like front camera and Ui were better even in the k4 note ...Pros-* fast processor* turbo charging* lots of ram I.e. 4gb* good sound quality*big battery* metal unibodyCons-* no super battery saver mode* bad UI* front camera quality is not as expected
1,Looks stunning.. performance is good..
1,"Killer than killer phone1) battery backup is up to 7 hour full hard work ,but when no work bttery never drain any Percent2) selfie camera is killer but only rear camera is bit average but good I believe Lenovo give good update next time3) display and turbo charger are good4) smooth performance of deca core"
1,It is a very good phone with a very affordable price everything for this phone I like it
0,Not so good
1,A little on the heavier side.. operations superb.. camera is not as good as that of k3 note. no seperate gallery folder for separating photos based on whats-app & clicked ones
0,No the phone is not so good.I am facing problem while listening to calls
1,Great phone.
0,This camera showing dust insideNow what to do ?
0,Best one his camera performance
1,I like levono
0,Poor battery performance
0,bakwaas
0,Thanks
1,Awesome performace.loved sooo muh
1,"This a good phone , camera quality is too good, but the battery back up is not so high when it is online."
0,So so...not awesome neither wow
0,Nice
0,"Good one. Battery life is just one day only. Lenovo, please include 'Lock Screen' facility in the start menu."
0,Very worst
0,"Very worst experience. I bought k8 note, with very low battery life. So i returned the product for replacement a week before and I didnt get any update on my replacement till nowVery poor service"
1,It is a very good phone
1,Good phone but some heating issue. Good 🔋
1,Excellent performance
1,"It's been a month using the model. Quite satisfied with the battery life. The model does hang sometimes, but works great"
1,Best phone
1,poduct is wrost
0,very bad product hearing issue and battery issue never by lenovo k8 note
1,Very good Lenovo k8 note set excellent performance.
0,Mobile is not good
0,Never purchase it horrible battery backup dies in a half day Network catching very poor nop
0,"My 1st Lenovo mobile let me down with the worst performance. After a long while, I bought this Lenovo k8 note which is also let me down again.1) Deca core processor, but still lags, not fast enough.2) Getting heated up like Iron box while charging. I think one can iron their clothes with this mobile.3) Lenovo still a plenty of work to do to make their mobile phones work better. Even, their Chinese counter parts - Honor & Xiaomi are doing great from their failures/set backs. Lenovo yet to learn that. This mobile has got very good spec., But it's software is not optimised for better performance. As usual, Lenovo lost its basics.4) 4000mAH battery, but it doesn't last for a day after the update (Not Oreo update)There are many issues with this Lenovo mobile. So, as others said, DON'T BUY IT BY SEEING THE SPEC. If you do so, you'll be one among us to worry about your decision about buying this mobile. 👎😕🙁😏😓"
0,"After 15days of using this phone, below are my observationsProsFast ChargingSpeakerConsVery Bad CameraPhone restarted automatically at least 10 timesVery Bad in call volume (Lenovo is known to the bad in call - audio volume ) . You cant hear other person if its a little windy also.The product is not that great but just ok. I am highly disappointed with the camera and incall volume level"
1,Excellent phone
0,Good Performance
0,Lenovo k8 note ki screen automatic blast ho jati h jiska claim ya warranty bhi nhi company nhi deti maine naya phone liya thaa aur 2 din baad hi automatic screen ke kaach bikhar gaye jbki company gorilla glass ki hoshiyari batati h koi bhi plz Lenovo k8 note purchase nhi kre
0,They provide dedicated card slot but it is not useful as no application of any data move on card.
1,Good one...
0,If you want to record with it your phone calls and app lock you will be disappointed. Many application goes on background still they are quite. Auto rotating option also disappoint some times. So please be care about it.
0,"A very average product. It is almost since more than 6 months I am using it but very average phone. Personally feel that Xiomi phones are much much better than this. Even lesser specification xiomi phone is better than this. Average picture quality, below average battery back up...nothing worthwhile to mention here."
0,"battery backup bekar Hai aisa lagta Hai jaise 2000 MAh ki battery Hai ,aurPattern lock hide bhi nhi ho raha HaiQuick charge nhi hai, haa auro ke mukable thoda fast charge hota Hai."
1,Good product
0,Not good heeting problem battery backup very bed phone
1,So good
1,"Very good, nice camera quality."
1,Heating while charging.. and the volume is very less.. otherwise no issues.. overall a good phone
1,Owsome phone
1,Great Phone..Delivery was on time..
0,Please dont buy this. Only works for 15 days after that you have to thrown away no service centre will service this.Very cheap quality lenovo mobile
1,Simply super smar
1,Perfect still Lenovo is better.Gaming goodCharging fastBattery backup7-8 hours on single charge.Camera needs improvements.Rest is perfect.
0,My phone is automatically switch off plz give me solution
1,Need to work on body
0,Cast feature does not work
1,nice
0,Product is having not a very good camera quality as per expectation. Photographs are worst than 5 megapixel camera phones. Other things are ok not special as advertised.
1,Good
1,Good phone but not a unique design
1,Nice
1,Nice phone. Battery is too good. Good sound
1,every thing is ok. but heating issue remain in this product.
1,Performance is very good...
0,"Using this phone since 2 days. It does not contain voLTE and LTE. But 4g works fine.... No issues, u can use jio normally. HD and sound are awesome.... Battery drains fast. Doesn't look like 4K battery"
1,Good feel
1,Very Nice Product. Camera is also amazing
1,I wanna bill
0,It's not getting charge properly so I want 2 exchange it
1,"Only Genuine ReviewMeet almost all expectations but need little bit improvements*All features and specifications are genuine and working fine*Camera quality is very good if you are a normal user, but depth enabled mode does not amuse much*Sound quality is really awesome*Getting regular android security patches and updates from Lenovo*Little bit heating issues while charging, doing multitasking for e.g. coping too much data, updating or downloading many apps same time, which can be avoided by taking necessary precautions*Hope to get next update from Lenovo for real Bokeh effect for professional photography and for fixing heating issues"
1,Performance and looking is very goodWeight little bit having
1,Best in Class 💀killer
1,Product is good .... Amazon did a great job...Phone also fast and rather smooth all the way....Great deal to buy it....Praise to lenovo as well in this price range
0,after 5 months appeared charging problem was not curable even having warrenty....
0,Don't buy this phone camera quality is so bad
0,I have heating issues. Kindly help with the issues.Turbo charger is charging for 8 hours to get full charge.
1,👌👌👌👌👌👌💗💗
0,"I bought this because of the value for the money and the brand. I am using this since a week the performance is ok, camera quality, sound, screen, and the features are quite good. The drawback of the phone is it's getting warm when I put it for charging even when I connect it for internet. It's a just a week old product and I just started using it regular since few days. That's something discouraging to suggest others to buy this"
1,Nice Product
1,Lenovo k8 note
0,Product is ok but heating problem
1,"Decent phone, Camera needs some improvement"
1,best mobile buying on my life
0,The phone is not worth the price. Besides lenovo is very slow u. Providing upgrades. It will provide Oreo update byJuly next year. Rest all smartphones will be upgraded by the end of this year. Shame on Lenovo for calling itself even a brand. Even MI is much better than Lenovo.
0,"Notifications are not shown on missed calls , unread messages and emails..Camera is not so good as.. just for d name sake ..Some common features are missing in settings.. notification bar does not hav option for silent mode..There is nothing like turbo or fast charging..Main menu cannot b re arranged..In short not upto the mark."
1,Nice phone.
0,Network issues when using Jio SIM
